temperature,humidity,motion,smoke,power_usage,incident,severity,action
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
44,40,0,0,205,normal,low,✅ System operating normally
